gutenberg_id,text,title
768,"eyes, as long as she took no notice of me. I “never told my love”",Wuthering Heights
768,"vocally; still, if looks have language, the merest idiot might have",Wuthering Heights
768,"guessed I was over head and ears: she understood me at last, and looked",Wuthering Heights
768,a return—the sweetest of all imaginable looks. And what did I do? I,Wuthering Heights
768,"confess it with shame—shrunk icily into myself, like a snail; at every",Wuthering Heights
768,glance retired colder and farther; till finally the poor innocent was,Wuthering Heights
768,"led to doubt her own senses, and, overwhelmed with confusion at her",Wuthering Heights
768,"supposed mistake, persuaded her mamma to decamp.",Wuthering Heights
768,,Wuthering Heights
768,By this curious turn of disposition I have gained the reputation of,Wuthering Heights
768,"deliberate heartlessness; how undeserved, I alone can appreciate.",Wuthering Heights
768,,Wuthering Heights
768,I took a seat at the end of the hearthstone opposite that towards which,Wuthering Heights
768,"my landlord advanced, and filled up an interval of silence by",Wuthering Heights
768,"attempting to caress the canine mother, who had left her nursery, and",Wuthering Heights
768,"was sneaking wolfishly to the back of my legs, her lip curled up, and",Wuthering Heights
768,"her white teeth watering for a snatch. My caress provoked a long,",Wuthering Heights
768,guttural gnarl.,Wuthering Heights
768,,Wuthering Heights
768,"“You’d better let the dog alone,” growled Mr. Heathcliff in unison,",Wuthering Heights
768,checking fiercer demonstrations with a punch of his foot. “She’s not,Wuthering Heights
768,"accustomed to be spoiled—not kept for a pet.” Then, striding to a side",Wuthering Heights
768,"door, he shouted again, “Joseph!”",Wuthering Heights
768,,Wuthering Heights
768,"Joseph mumbled indistinctly in the depths of the cellar, but gave no",Wuthering Heights
768,"intimation of ascending; so his master dived down to him, leaving me",Wuthering Heights
768,"_vis-à-vis_ the ruffianly bitch and a pair of grim shaggy sheep-dogs,",Wuthering Heights
768,who shared with her a jealous guardianship over all my movements. Not,Wuthering Heights
768,"anxious to come in contact with their fangs, I sat still; but,",Wuthering Heights
768,"imagining they would scarcely understand tacit insults, I unfortunately",Wuthering Heights
768,"indulged in winking and making faces at the trio, and some turn of my",Wuthering Heights
768,"physiognomy so irritated madam, that she suddenly broke into a fury and",Wuthering Heights
768,"leapt on my knees. I flung her back, and hastened to interpose the",Wuthering Heights
768,table between us. This proceeding aroused the whole hive: half-a-dozen,Wuthering Heights
768,"four-footed fiends, of various sizes and ages, issued from hidden dens",Wuthering Heights
768,to the common centre. I felt my heels and coat-laps peculiar subjects,Wuthering Heights
768,of assault; and parrying off the larger combatants as effectually as I,Wuthering Heights
768,"could with the poker, I was constrained to demand, aloud, assistance",Wuthering Heights
768,from some of the household in re-establishing peace.,Wuthering Heights
768,,Wuthering Heights
768,Mr. Heathcliff and his man climbed the cellar steps with vexatious,Wuthering Heights
768,"phlegm: I don’t think they moved one second faster than usual, though",Wuthering Heights
768,"the hearth was an absolute tempest of worrying and yelping. Happily, an",Wuthering Heights
768,"inhabitant of the kitchen made more dispatch; a lusty dame, with",Wuthering Heights
768,"tucked-up gown, bare arms, and fire-flushed cheeks, rushed into the",Wuthering Heights
768,"midst of us flourishing a frying-pan: and used that weapon, and her",Wuthering Heights
768,"tongue, to such purpose, that the storm subsided magically, and she",Wuthering Heights
768,"only remained, heaving like a sea after a high wind, when her master",Wuthering Heights
768,entered on the scene.,Wuthering Heights
768,,Wuthering Heights
768,"“What the devil is the matter?” he asked, eyeing me in a manner that I",Wuthering Heights
768,could ill endure after this inhospitable treatment.,Wuthering Heights
768,,Wuthering Heights
768,"“What the devil, indeed!” I muttered. “The herd of possessed swine",Wuthering Heights
768,"could have had no worse spirits in them than those animals of yours,",Wuthering Heights
768,sir. You might as well leave a stranger with a brood of tigers!”,Wuthering Heights
768,,Wuthering Heights
768,"“They won’t meddle with persons who touch nothing,” he remarked,",Wuthering Heights
768,"putting the bottle before me, and restoring the displaced table. “The",Wuthering Heights
768,dogs do right to be vigilant. Take a glass of wine?”,Wuthering Heights
768,,Wuthering Heights
768,"“No, thank you.”",Wuthering Heights
768,,Wuthering Heights
768,"“Not bitten, are you?”",Wuthering Heights
768,,Wuthering Heights
768,"“If I had been, I would have set my signet on the biter.” Heathcliff’s",Wuthering Heights
768,countenance relaxed into a grin.,Wuthering Heights
768,,Wuthering Heights
768,"“Come, come,” he said, “you are flurried, Mr. Lockwood. Here, take a",Wuthering Heights
768,little wine. Guests are so exceedingly rare in this house that I and my,Wuthering Heights
768,"dogs, I am willing to own, hardly know how to receive them. Your",Wuthering Heights
768,"health, sir?”",Wuthering Heights
768,,Wuthering Heights
768,I bowed and returned the pledge; beginning to perceive that it would be,Wuthering Heights
768,"foolish to sit sulking for the misbehaviour of a pack of curs; besides,",Wuthering Heights
768,I felt loth to yield the fellow further amusement at my expense; since,Wuthering Heights
768,his humour took that turn. He—probably swayed by prudential,Wuthering Heights
768,consideration of the folly of offending a good tenant—relaxed a little,Wuthering Heights
768,"in the laconic style of chipping off his pronouns and auxiliary verbs,",Wuthering Heights
768,"and introduced what he supposed would be a subject of interest to me,—a",Wuthering Heights
768,discourse on the advantages and disadvantages of my present place of,Wuthering Heights
768,retirement. I found him very intelligent on the topics we touched; and,Wuthering Heights
768,"before I went home, I was encouraged so far as to volunteer another",Wuthering Heights
768,visit to-morrow. He evidently wished no repetition of my intrusion. I,Wuthering Heights
768,"shall go, notwithstanding. It is astonishing how sociable I feel myself",Wuthering Heights
768,compared with him.,Wuthering Heights
768,,Wuthering Heights
768,,Wuthering Heights
768,,Wuthering Heights
768,,Wuthering Heights
768,CHAPTER II,Wuthering Heights
768,,Wuthering Heights
768,,Wuthering Heights
768,Yesterday afternoon set in misty and cold. I had half a mind to spend,Wuthering Heights
768,"it by my study fire, instead of wading through heath and mud to",Wuthering Heights
768,"Wuthering Heights. On coming up from dinner, however, (N.B.—I dine",Wuthering Heights
768,"between twelve and one o’clock; the housekeeper, a matronly lady, taken",Wuthering Heights
768,"as a fixture along with the house, could not, or would not, comprehend",Wuthering Heights
768,my request that I might be served at five)—on mounting the stairs with,Wuthering Heights
768,"this lazy intention, and stepping into the room, I saw a servant-girl",Wuthering Heights
768,"on her knees surrounded by brushes and coal-scuttles, and raising an",Wuthering Heights
768,infernal dust as she extinguished the flames with heaps of cinders.,Wuthering Heights
768,"This spectacle drove me back immediately; I took my hat, and, after a",Wuthering Heights
768,"four-miles’ walk, arrived at Heathcliff’s garden-gate just in time to",Wuthering Heights
768,escape the first feathery flakes of a snow shower.,Wuthering Heights
768,,Wuthering Heights
768,"On that bleak hill top the earth was hard with a black frost, and the",Wuthering Heights
768,air made me shiver through every limb. Being unable to remove the,Wuthering Heights
768,"chain, I jumped over, and, running up the flagged causeway bordered",Wuthering Heights
768,"with straggling gooseberry-bushes, knocked vainly for admittance, till",Wuthering Heights
768,my knuckles tingled and the dogs howled.,Wuthering Heights
768,,Wuthering Heights
768,"“Wretched inmates!” I ejaculated, mentally, “you deserve perpetual",Wuthering Heights
768,"isolation from your species for your churlish inhospitality. At least,",Wuthering Heights
768,I would not keep my doors barred in the day-time. I don’t care—I will,Wuthering Heights
768,"get in!” So resolved, I grasped the latch and shook it vehemently.",Wuthering Heights
768,Vinegar-faced Joseph projected his head from a round window of the,Wuthering Heights
768,barn.,Wuthering Heights
768,,Wuthering Heights
768,“What are ye for?” he shouted. “T’ maister’s down i’ t’ fowld. Go round,Wuthering Heights
768,"by th’ end o’ t’ laith, if ye went to spake to him.”",Wuthering Heights
768,,Wuthering Heights
768,"“Is there nobody inside to open the door?” I hallooed, responsively.",Wuthering Heights
768,,Wuthering Heights
768,“There’s nobbut t’ missis; and shoo’ll not oppen ’t an ye mak’ yer,Wuthering Heights
768,flaysome dins till neeght.”,Wuthering Heights
768,,Wuthering Heights
768,"“Why? Cannot you tell her whom I am, eh, Joseph?”",Wuthering Heights
768,,Wuthering Heights
768,"“Nor-ne me! I’ll hae no hend wi’t,” muttered the head, vanishing.",Wuthering Heights
768,,Wuthering Heights
768,The snow began to drive thickly. I seized the handle to essay another,Wuthering Heights
768,"trial; when a young man without coat, and shouldering a pitchfork,",Wuthering Heights
768,"appeared in the yard behind. He hailed me to follow him, and, after",Wuthering Heights
768,"marching through a wash-house, and a paved area containing a coal-shed,",Wuthering Heights
768,"pump, and pigeon-cot, we at length arrived in the huge, warm, cheerful",Wuthering Heights
768,apartment where I was formerly received. It glowed delightfully in the,Wuthering Heights
768,"radiance of an immense fire, compounded of coal, peat, and wood; and",Wuthering Heights
768,"near the table, laid for a plentiful evening meal, I was pleased to",Wuthering Heights
768,"observe the “missis,” an individual whose existence I had never",Wuthering Heights
768,"previously suspected. I bowed and waited, thinking she would bid me",Wuthering Heights
768,"take a seat. She looked at me, leaning back in her chair, and remained",Wuthering Heights
768,motionless and mute.,Wuthering Heights
768,,Wuthering Heights
768,"“Rough weather!” I remarked. “I’m afraid, Mrs. Heathcliff, the door",Wuthering Heights
768,must bear the consequence of your servants’ leisure attendance: I had,Wuthering Heights
768,hard work to make them hear me.”,Wuthering Heights
768,,Wuthering Heights
768,"She never opened her mouth. I stared—she stared also: at any rate, she",Wuthering Heights
768,"kept her eyes on me in a cool, regardless manner, exceedingly",Wuthering Heights
768,embarrassing and disagreeable.,Wuthering Heights
768,,Wuthering Heights
768,"“Sit down,” said the young man, gruffly. “He’ll be in soon.”",Wuthering Heights
768,,Wuthering Heights
768,"I obeyed; and hemmed, and called the villain Juno, who deigned, at this",Wuthering Heights
768,"second interview, to move the extreme tip of her tail, in token of",Wuthering Heights
768,owning my acquaintance.,Wuthering Heights
768,,Wuthering Heights
768,“A beautiful animal!” I commenced again. “Do you intend parting with,Wuthering Heights
768,"the little ones, madam?”",Wuthering Heights
768,,Wuthering Heights
768,"“They are not mine,” said the amiable hostess, more repellingly than",Wuthering Heights
768,Heathcliff himself could have replied.,Wuthering Heights
768,,Wuthering Heights
768,"“Ah, your favourites are among these?” I continued, turning to an",Wuthering Heights
768,obscure cushion full of something like cats.,Wuthering Heights
768,,Wuthering Heights
768,“A strange choice of favourites!” she observed scornfully.,Wuthering Heights
768,,Wuthering Heights
768,"Unluckily, it was a heap of dead rabbits. I hemmed once more, and drew",Wuthering Heights
768,"closer to the hearth, repeating my comment on the wildness of the",Wuthering Heights
768,evening.,Wuthering Heights
768,,Wuthering Heights
768,"“You should not have come out,” she said, rising and reaching from the",Wuthering Heights
768,chimney-piece two of the painted canisters.,Wuthering Heights
768,,Wuthering Heights
768,"Her position before was sheltered from the light; now, I had a distinct",Wuthering Heights
768,"view of her whole figure and countenance. She was slender, and",Wuthering Heights
768,"apparently scarcely past girlhood: an admirable form, and the most",Wuthering Heights
768,exquisite little face that I have ever had the pleasure of beholding;,Wuthering Heights
768,"small features, very fair; flaxen ringlets, or rather golden, hanging",Wuthering Heights
768,"loose on her delicate neck; and eyes, had they been agreeable in",Wuthering Heights
768,"expression, that would have been irresistible: fortunately for my",Wuthering Heights
768,"susceptible heart, the only sentiment they evinced hovered between",Wuthering Heights
768,"scorn and a kind of desperation, singularly unnatural to be detected",Wuthering Heights
768,there. The canisters were almost out of her reach; I made a motion to,Wuthering Heights
768,aid her; she turned upon me as a miser might turn if any one attempted,Wuthering Heights
768,to assist him in counting his gold.,Wuthering Heights
768,,Wuthering Heights
768,"“I don’t want your help,” she snapped; “I can get them for myself.”",Wuthering Heights
768,,Wuthering Heights
768,“I beg your pardon!” I hastened to reply.,Wuthering Heights
768,,Wuthering Heights
768,"“Were you asked to tea?” she demanded, tying an apron over her neat",Wuthering Heights
768,"black frock, and standing with a spoonful of the leaf poised over the",Wuthering Heights
768,pot.,Wuthering Heights
768,,Wuthering Heights
768,"“I shall be glad to have a cup,” I answered.",Wuthering Heights
768,,Wuthering Heights
768,“Were you asked?” she repeated.,Wuthering Heights
768,,Wuthering Heights
768,"“No,” I said, half smiling. “You are the proper person to ask me.”",Wuthering Heights
768,,Wuthering Heights
768,"She flung the tea back, spoon and all, and resumed her chair in a pet;",Wuthering Heights
768,"her forehead corrugated, and her red under-lip pushed out, like a",Wuthering Heights
768,child’s ready to cry.,Wuthering Heights
768,,Wuthering Heights
768,"Meanwhile, the young man had slung on to his person a decidedly shabby",Wuthering Heights
768,"upper garment, and, erecting himself before the blaze, looked down on",Wuthering Heights
768,"me from the corner of his eyes, for all the world as if there were some",Wuthering Heights
768,mortal feud unavenged between us. I began to doubt whether he were a,Wuthering Heights
768,"servant or not: his dress and speech were both rude, entirely devoid of",Wuthering Heights
768,the superiority observable in Mr. and Mrs. Heathcliff; his thick brown,Wuthering Heights
768,"curls were rough and uncultivated, his whiskers encroached bearishly",Wuthering Heights
768,"over his cheeks, and his hands were embrowned like those of a common",Wuthering Heights
768,"labourer: still his bearing was free, almost haughty, and he showed",Wuthering Heights
768,none of a domestic’s assiduity in attending on the lady of the house.,Wuthering Heights
768,"In the absence of clear proofs of his condition, I deemed it best to",Wuthering Heights
768,"abstain from noticing his curious conduct; and, five minutes",Wuthering Heights
768,"afterwards, the entrance of Heathcliff relieved me, in some measure,",Wuthering Heights
768,from my uncomfortable state.,Wuthering Heights
768,,Wuthering Heights
768,"“You see, sir, I am come, according to promise!” I exclaimed, assuming",Wuthering Heights
768,"the cheerful; “and I fear I shall be weather-bound for half an hour, if",Wuthering Heights
768,you can afford me shelter during that space.”,Wuthering Heights
768,,Wuthering Heights
768,"“Half an hour?” he said, shaking the white flakes from his clothes; “I",Wuthering Heights
768,wonder you should select the thick of a snow-storm to ramble about in.,Wuthering Heights
768,Do you know that you run a risk of being lost in the marshes? People,Wuthering Heights
768,familiar with these moors often miss their road on such evenings; and I,Wuthering Heights
768,can tell you there is no chance of a change at present.”,Wuthering Heights
768,,Wuthering Heights
768,"“Perhaps I can get a guide among your lads, and he might stay at the",Wuthering Heights
768,Grange till morning—could you spare me one?”,Wuthering Heights
768,,Wuthering Heights
768,"“No, I could not.”",Wuthering Heights
768,,Wuthering Heights
768,"“Oh, indeed! Well, then, I must trust to my own sagacity.”",Wuthering Heights
768,,Wuthering Heights
768,“Umph!”,Wuthering Heights
768,,Wuthering Heights
768,"“Are you going to mak’ the tea?” demanded he of the shabby coat,",Wuthering Heights
768,shifting his ferocious gaze from me to the young lady.,Wuthering Heights
768,,Wuthering Heights
768,"“Is _he_ to have any?” she asked, appealing to Heathcliff.",Wuthering Heights
768,,Wuthering Heights
768,"“Get it ready, will you?” was the answer, uttered so savagely that I",Wuthering Heights
768,started. The tone in which the words were said revealed a genuine bad,Wuthering Heights
768,nature. I no longer felt inclined to call Heathcliff a capital fellow.,Wuthering Heights
768,"When the preparations were finished, he invited me with—“Now, sir,",Wuthering Heights
768,"bring forward your chair.” And we all, including the rustic youth, drew",Wuthering Heights
768,round the table: an austere silence prevailing while we discussed our,Wuthering Heights
768,meal.,Wuthering Heights
768,,Wuthering Heights
768,"I thought, if I had caused the cloud, it was my duty to make an effort",Wuthering Heights
768,to dispel it. They could not every day sit so grim and taciturn; and it,Wuthering Heights
768,"was impossible, however ill-tempered they might be, that the universal",Wuthering Heights
768,scowl they wore was their every-day countenance.,Wuthering Heights
768,,Wuthering Heights
768,"“It is strange,” I began, in the interval of swallowing one cup of tea",Wuthering Heights
768,and receiving another—“it is strange how custom can mould our tastes,Wuthering Heights
768,and ideas: many could not imagine the existence of happiness in a life,Wuthering Heights
768,"of such complete exile from the world as you spend, Mr. Heathcliff;",Wuthering Heights
768,"yet, I’ll venture to say, that, surrounded by your family, and with",Wuthering Heights
768,your amiable lady as the presiding genius over your home and heart—”,Wuthering Heights
768,,Wuthering Heights
768,"“My amiable lady!” he interrupted, with an almost diabolical sneer on",Wuthering Heights
768,his face. “Where is she—my amiable lady?”,Wuthering Heights
768,,Wuthering Heights
768,"“Mrs. Heathcliff, your wife, I mean.”",Wuthering Heights
768,,Wuthering Heights
768,"“Well, yes—oh, you would intimate that her spirit has taken the post of",Wuthering Heights
768,"ministering angel, and guards the fortunes of Wuthering Heights, even",Wuthering Heights
768,when her body is gone. Is that it?”,Wuthering Heights
768,,Wuthering Heights
768,"Perceiving myself in a blunder, I attempted to correct it. I might have",Wuthering Heights
768,seen there was too great a disparity between the ages of the parties to,Wuthering Heights
768,make it likely that they were man and wife. One was about forty: a,Wuthering Heights
768,period of mental vigour at which men seldom cherish the delusion of,Wuthering Heights
768,being married for love by girls: that dream is reserved for the solace,Wuthering Heights
768,of our declining years. The other did not look seventeen.,Wuthering Heights
768,,Wuthering Heights
768,"Then it flashed upon me—“The clown at my elbow, who is drinking his tea",Wuthering Heights
768,"out of a basin and eating his bread with unwashed hands, may be her",Wuthering Heights
768,"husband: Heathcliff junior, of course. Here is the consequence of being",Wuthering Heights
768,buried alive: she has thrown herself away upon that boor from sheer,Wuthering Heights
768,ignorance that better individuals existed! A sad pity—I must beware how,Wuthering Heights
768,I cause her to regret her choice.” The last reflection may seem,Wuthering Heights
768,conceited; it was not. My neighbour struck me as bordering on,Wuthering Heights
768,"repulsive; I knew, through experience, that I was tolerably attractive.",Wuthering Heights
768,,Wuthering Heights
768,"“Mrs. Heathcliff is my daughter-in-law,” said Heathcliff, corroborating",Wuthering Heights
768,"my surmise. He turned, as he spoke, a peculiar look in her direction: a",Wuthering Heights
768,look of hatred; unless he has a most perverse set of facial muscles,Wuthering Heights
768,"that will not, like those of other people, interpret the language of",Wuthering Heights
768,his soul.,Wuthering Heights
768,,Wuthering Heights
768,"“Ah, certainly—I see now: you are the favoured possessor of the",Wuthering Heights
768,"beneficent fairy,” I remarked, turning to my neighbour.",Wuthering Heights
768,,Wuthering Heights
768,"This was worse than before: the youth grew crimson, and clenched his",Wuthering Heights
768,"fist, with every appearance of a meditated assault. But he seemed to",Wuthering Heights
768,"recollect himself presently, and smothered the storm in a brutal curse,",Wuthering Heights
768,"muttered on my behalf: which, however, I took care not to notice.",Wuthering Heights
768,,Wuthering Heights
768,"“Unhappy in your conjectures, sir,” observed my host; “we neither of us",Wuthering Heights
768,have the privilege of owning your good fairy; her mate is dead. I said,Wuthering Heights
768,"she was my daughter-in-law: therefore, she must have married my son.”",Wuthering Heights
768,,Wuthering Heights
768,“And this young man is—”,Wuthering Heights
768,,Wuthering Heights
768,"“Not my son, assuredly.”",Wuthering Heights
768,,Wuthering Heights
768,"Heathcliff smiled again, as if it were rather too bold a jest to",Wuthering Heights
768,attribute the paternity of that bear to him.,Wuthering Heights
768,,Wuthering Heights
768,"“My name is Hareton Earnshaw,” growled the other; “and I’d counsel you",Wuthering Heights
768,to respect it!”,Wuthering Heights
768,,Wuthering Heights
768,"“I’ve shown no disrespect,” was my reply, laughing internally at the",Wuthering Heights
768,dignity with which he announced himself.,Wuthering Heights
768,,Wuthering Heights
768,"He fixed his eye on me longer than I cared to return the stare, for",Wuthering Heights
768,fear I might be tempted either to box his ears or render my hilarity,Wuthering Heights
768,audible. I began to feel unmistakably out of place in that pleasant,Wuthering Heights
768,"family circle. The dismal spiritual atmosphere overcame, and more than",Wuthering Heights
768,"neutralised, the glowing physical comforts round me; and I resolved to",Wuthering Heights
768,be cautious how I ventured under those rafters a third time.,Wuthering Heights
768,,Wuthering Heights
768,"The business of eating being concluded, and no one uttering a word of",Wuthering Heights
768,"sociable conversation, I approached a window to examine the weather. A",Wuthering Heights
768,"sorrowful sight I saw: dark night coming down prematurely, and sky and",Wuthering Heights
768,hills mingled in one bitter whirl of wind and suffocating snow.,Wuthering Heights
768,,Wuthering Heights
768,"“I don’t think it possible for me to get home now without a guide,” I",Wuthering Heights
768,"could not help exclaiming. “The roads will be buried already; and, if",Wuthering Heights
768,"they were bare, I could scarcely distinguish a foot in advance.”",Wuthering Heights
768,,Wuthering Heights
768,"“Hareton, drive those dozen sheep into the barn porch. They’ll be",Wuthering Heights
768,"covered if left in the fold all night: and put a plank before them,”",Wuthering Heights
768,said Heathcliff.,Wuthering Heights
768,,Wuthering Heights
768,"“How must I do?” I continued, with rising irritation.",Wuthering Heights
768,,Wuthering Heights
768,There was no reply to my question; and on looking round I saw only,Wuthering Heights
768,"Joseph bringing in a pail of porridge for the dogs, and Mrs. Heathcliff",Wuthering Heights
768,"leaning over the fire, diverting herself with burning a bundle of",Wuthering Heights
768,matches which had fallen from the chimney-piece as she restored the,Wuthering Heights
768,"tea-canister to its place. The former, when he had deposited his",Wuthering Heights
